model,year,region,color,fuel_type,transmission,engine_size_l,mileage_km,price_usd,sales_volume,sales_classification,year_scaled,year_outlier,mileage_km_bin,mileage_km_scaled,mileage_km_outlier,price_usd_bin,price_usd_scaled,price_usd_outlier,sales_volume_bin,sales_volume_scaled,sales_volume_outlier
x1,2010,asia,black,petrol,manual,2.2,33232.0,87602.0,8752.0,high,-1.621446692296914,False,"(2.999, 50121.5]",-1.1580659,False,"(75014.0, 97573.0]",0.48354867,False,"(7541.0, 9999.0]",1.2883466,False
x1,2011,north america,silver,hybrid,automatic,2.7,121010.0,44850.0,3344.0,low,-1.3902346228501454,False,"(100436.0, 150610.0]",0.35678166,False,"(29999.999, 52501.5]",-1.1630499,False,"(2591.0, 5097.0]",-0.60458475,False
m3,2013,north america,grey,diesel,manual,4.1,84689.0,78760.0,2252.0,low,-0.9278104839566081,False,"(50121.5, 100436.0]",-0.27003577,False,"(75014.0, 97573.0]",0.14299794,False,"(99.999, 2591.0]",-0.9868113,False
i3,2023,africa,red,hybrid,manual,1.6,159530.0,97267.0,9710.0,high,1.3843102105110783,False,"(150610.0, 199996.0]",1.0215489,False,"(75014.0, 97573.0]",0.85579735,False,"(7541.0, 9999.0]",1.6236699,False
m5,2013,south america,white,hybrid,manual,2.9,122537.0,110373.0,5402.0,low,-0.9278104839566081,False,"(100436.0, 150610.0]",0.3831342,False,"(97573.0, 119998.0]",1.3605765,False,"(5097.0, 7541.0]",0.11576524,False
m3,2011,asia,black,petrol,manual,3.8,84482.0,75356.0,9469.0,high,-1.3902346228501454,False,"(50121.5, 100436.0]",-0.27360812,False,"(75014.0, 97573.0]",0.011892447,False,"(7541.0, 9999.0]",1.539314,False
3 series,2017,north america,blue,hybrid,automatic,2.1,148688.0,91161.0,6635.0,low,-0.002962206169533556,False,"(100436.0, 150610.0]",0.8344407,False,"(75014.0, 97573.0]",0.620624,False,"(5097.0, 7541.0]",0.54734516,False
5 series,2011,asia,black,diesel,automatic,1.9,108654.0,86954.0,1767.0,low,-1.3902346228501454,False,"(100436.0, 150610.0]",0.14354536,False,"(75014.0, 97573.0]",0.45859087,False,"(99.999, 2591.0]",-1.156573,False
x3,2012,middle east,silver,electric,automatic,2.9,177855.0,119211.0,6914.0,low,-1.1590225534033767,False,"(150610.0, 199996.0]",1.3377964,False,"(97573.0, 119998.0]",1.7009733,False,"(5097.0, 7541.0]",0.64500195,False
x5,2023,asia,blue,diesel,automatic,2.5,22965.0,66900.0,6682.0,low,1.3843102105110783,False,"(2.999, 50121.5]",-1.335251,False,"(52501.5, 75014.0]",-0.31379145,False,"(5097.0, 7541.0]",0.56379634,False
x3,2013,middle east,grey,diesel,manual,3.8,120974.0,109393.0,4241.0,low,-0.9278104839566081,False,"(100436.0, 150610.0]",0.3561604,False,"(97573.0, 119998.0]",1.3228317,False,"(2591.0, 5097.0]",-0.29061297,False
m3,2018,africa,black,hybrid,manual,4.9,103439.0,87336.0,4831.0,low,0.2282498632772351,False,"(100436.0, 150610.0]",0.053546373,False,"(75014.0, 97573.0]",0.47330365,False,"(2591.0, 5097.0]",-0.08409864,False
3 series,2019,middle east,blue,diesel,automatic,1.5,181171.0,90859.0,6366.0,low,0.4594619327240037,False,"(150610.0, 199996.0]",1.395023,False,"(75014.0, 97573.0]",0.6089924,False,"(5097.0, 7541.0]",0.45318866,False
x3,2010,europe,white,electric,automatic,4.7,169389.0,75001.0,2792.0,low,-1.621446692296914,False,"(150610.0, 199996.0]",1.1916926,False,"(52501.5, 75014.0]",-0.0017804218,False,"(2591.0, 5097.0]",-0.79779816,False
x3,2017,africa,white,electric,manual,3.0,158691.0,92680.0,9897.0,high,-0.002962206169533556,False,"(150610.0, 199996.0]",1.0070696,False,"(75014.0, 97573.0]",0.67912847,False,"(7541.0, 9999.0]",1.6891245,False
7 series,2021,north america,white,petrol,automatic,3.8,157587.0,92792.0,7540.0,high,0.921886071617541,False,"(150610.0, 199996.0]",0.9880171,False,"(75014.0, 97573.0]",0.6834422,False,"(5097.0, 7541.0]",0.86411715,False
i3,2024,africa,white,petrol,automatic,4.5,185461.0,33838.0,7804.0,high,1.615522279957847,False,"(150610.0, 199996.0]",1.4690586,False,"(29999.999, 52501.5]",-1.5871785,False,"(7541.0, 9999.0]",0.9565236,False
5 series,2023,north america,grey,petrol,manual,3.5,145922.0,34574.0,4779.0,low,1.3843102105110783,False,"(100436.0, 150610.0]",0.78670585,False,"(29999.999, 52501.5]",-1.5588313,False,"(2591.0, 5097.0]",-0.1022999,False
m3,2014,asia,red,electric,manual,1.8,74993.0,61772.0,7338.0,high,-0.6965984145098395,False,"(50121.5, 100436.0]",-0.43736658,False,"(52501.5, 75014.0]",-0.511297,False,"(5097.0, 7541.0]",0.79341227,False
x6,2016,europe,blue,petrol,manual,2.0,162973.0,89163.0,5316.0,low,-0.2341742756163022,False,"(150610.0, 199996.0]",1.0809671,False,"(75014.0, 97573.0]",0.5436708,False,"(5097.0, 7541.0]",0.08566315,False
7 series,2017,north america,white,hybrid,automatic,4.3,165803.0,55343.0,2589.0,low,-0.002962206169533556,False,"(150610.0, 199996.0]",1.1298064,False,"(52501.5, 75014.0]",-0.7589107,False,"(99.999, 2591.0]",-0.8688531,False
x5,2024,south america,black,electric,manual,2.3,154940.0,101815.0,3359.0,low,1.615522279957847,False,"(150610.0, 199996.0]",0.9423359,False,"(97573.0, 119998.0]",1.0309641,False,"(2591.0, 5097.0]",-0.5993344,False
x1,2014,middle east,silver,petrol,automatic,3.5,127944.0,87126.0,4143.0,low,-0.6965984145098395,False,"(100436.0, 150610.0]",0.47644666,False,"(75014.0, 97573.0]",0.46521547,False,"(2591.0, 5097.0]",-0.32491535,False
3 series,2017,south america,red,diesel,manual,3.0,186195.0,92506.0,2909.0,low,-0.002962206169533556,False,"(150610.0, 199996.0]",1.4817258,False,"(75014.0, 97573.0]",0.6724268,False,"(2591.0, 5097.0]",-0.7568453,False
3 series,2019,south america,blue,petrol,manual,2.6,10955.0,89428.0,1003.0,low,0.4594619327240037,False,"(2.999, 50121.5]",-1.5425161,False,"(75014.0, 97573.0]",0.5538773,False,"(99.999, 2591.0]",-1.4239916,False
x3,2020,asia,black,hybrid,automatic,4.3,37058.0,103242.0,412.0,low,0.6906740021707723,False,"(2.999, 50121.5]",-1.0920379,False,"(97573.0, 119998.0]",1.0859252,False,"(99.999, 2591.0]",-1.6308559,False
i3,2017,south america,black,electric,automatic,4.1,27290.0,40420.0,9375.0,high,-0.002962206169533556,False,"(2.999, 50121.5]",-1.2606113,False,"(29999.999, 52501.5]",-1.3336719,False,"(7541.0, 9999.0]",1.5064118,False
5 series,2018,middle east,silver,electric,automatic,3.8,136721.0,70776.0,1308.0,low,0.2282498632772351,False,"(100436.0, 150610.0]",0.6279176,False,"(52501.5, 75014.0]",-0.16450682,False,"(99.999, 2591.0]",-1.3172342,False
7 series,2011,asia,blue,hybrid,automatic,2.8,157549.0,61308.0,3843.0,low,-1.3902346228501454,False,"(150610.0, 199996.0]",0.9873613,False,"(52501.5, 75014.0]",-0.529168,False,"(2591.0, 5097.0]",-0.42992264,False
3 series,2012,africa,silver,hybrid,manual,2.3,20272.0,82926.0,4415.0,low,-1.1590225534033767,False,"(2.999, 50121.5]",-1.3817259,False,"(75014.0, 97573.0]",0.30345196,False,"(2591.0, 5097.0]",-0.22970875,False
i3,2010,europe,black,petrol,manual,3.3,199073.0,46936.0,6143.0,low,-1.621446692296914,False,"(150610.0, 199996.0]",1.7039706,False,"(29999.999, 52501.5]",-1.0827074,False,"(5097.0, 7541.0]",0.37513325,False
i3,2013,europe,black,electric,automatic,4.4,165299.0,32195.0,6391.0,low,-0.9278104839566081,False,"(150610.0, 199996.0]",1.1211085,False,"(29999.999, 52501.5]",-1.6504588,False,"(5097.0, 7541.0]",0.46193925,False
x1,2024,africa,blue,electric,automatic,3.5,105290.0,45247.0,8719.0,high,1.615522279957847,False,"(100436.0, 150610.0]",0.0854904,False,"(29999.999, 52501.5]",-1.1477594,False,"(7541.0, 9999.0]",1.2767959,False
5 series,2024,south america,silver,hybrid,manual,4.9,158803.0,108025.0,9323.0,high,1.615522279957847,False,"(150610.0, 199996.0]",1.0090024,False,"(97573.0, 119998.0]",1.270143,False,"(7541.0, 9999.0]",1.4882104,False
x3,2014,middle east,grey,petrol,automatic,1.6,128070.0,91592.0,5314.0,low,-0.6965984145098395,False,"(100436.0, 150610.0]",0.47862113,False,"(75014.0, 97573.0]",0.637224,False,"(5097.0, 7541.0]",0.0849631,False
x1,2020,africa,red,petrol,manual,5.0,171949.0,86386.0,2716.0,low,0.6906740021707723,False,"(150610.0, 199996.0]",1.2358724,False,"(75014.0, 97573.0]",0.43671426,False,"(2591.0, 5097.0]",-0.8244,False
x1,2010,north america,grey,petrol,manual,3.9,147965.0,109822.0,4777.0,low,-1.621446692296914,False,"(100436.0, 150610.0]",0.82196337,False,"(97573.0, 119998.0]",1.3393548,False,"(2591.0, 5097.0]",-0.10299995,False
x3,2017,middle east,silver,diesel,automatic,4.4,149458.0,112160.0,9835.0,high,-0.002962206169533556,False,"(100436.0, 150610.0]",0.84772915,False,"(97573.0, 119998.0]",1.4294031,False,"(7541.0, 9999.0]",1.6674229,False
m3,2011,north america,black,hybrid,automatic,2.7,167885.0,73319.0,7382.0,high,-1.3902346228501454,False,"(150610.0, 199996.0]",1.165737,False,"(52501.5, 75014.0]",-0.06656286,False,"(5097.0, 7541.0]",0.80881333,False
x6,2010,south america,grey,diesel,manual,3.3,134198.0,59311.0,4933.0,low,-1.621446692296914,False,"(100436.0, 150610.0]",0.5843764,False,"(52501.5, 75014.0]",-0.60608274,False,"(2591.0, 5097.0]",-0.048396155,False
5 series,2011,europe,grey,petrol,automatic,4.3,23067.0,58942.0,4725.0,low,-1.3902346228501454,False,"(2.999, 50121.5]",-1.3334906,False,"(52501.5, 75014.0]",-0.6202948,False,"(2591.0, 5097.0]",-0.12120121,False
i3,2024,north america,grey,hybrid,automatic,4.2,85539.0,112506.0,694.0,low,1.615522279957847,False,"(50121.5, 100436.0]",-0.2553667,False,"(97573.0, 119998.0]",1.4427294,False,"(99.999, 2591.0]",-1.5321491,False
x3,2022,north america,red,hybrid,automatic,2.7,116870.0,34288.0,6722.0,low,1.1530981410643097,False,"(100436.0, 150610.0]",0.28533474,False,"(29999.999, 52501.5]",-1.5698466,False,"(5097.0, 7541.0]",0.5777973,False
m3,2014,north america,black,hybrid,automatic,2.6,95153.0,42370.0,2675.0,low,-0.6965984145098395,False,"(50121.5, 100436.0]",-0.089451045,False,"(29999.999, 52501.5]",-1.2585675,False,"(2591.0, 5097.0]",-0.838751,False
m3,2018,south america,white,diesel,automatic,3.8,75240.0,100921.0,9600.0,high,0.2282498632772351,False,"(50121.5, 100436.0]",-0.43310392,False,"(97573.0, 119998.0]",0.9965316,False,"(7541.0, 9999.0]",1.5851672,False
i3,2018,north america,grey,electric,manual,4.8,29758.0,66679.0,4684.0,low,0.2282498632772351,False,"(2.999, 50121.5]",-1.2180192,False,"(52501.5, 75014.0]",-0.3223033,False,"(2591.0, 5097.0]",-0.1355522,False
i8,2011,asia,blue,diesel,manual,3.0,141628.0,98051.0,3439.0,low,-1.3902346228501454,False,"(100436.0, 150610.0]",0.71260124,False,"(97573.0, 119998.0]",0.8859932,False,"(2591.0, 5097.0]",-0.57133245,False
5 series,2011,south america,silver,hybrid,manual,2.7,24520.0,72696.0,1651.0,low,-1.3902346228501454,False,"(2.999, 50121.5]",-1.3084152,False,"(52501.5, 75014.0]",-0.090557784,False,"(99.999, 2591.0]",-1.1971759,False
m5,2012,south america,silver,electric,manual,4.6,82977.0,43062.0,717.0,low,-1.1590225534033767,False,"(50121.5, 100436.0]",-0.29958096,False,"(29999.999, 52501.5]",-1.231915,False,"(99.999, 2591.0]",-1.5240985,False
5 series,2016,asia,white,electric,automatic,3.9,44503.0,49257.0,1583.0,low,-0.2341742756163022,False,"(2.999, 50121.5]",-0.96355426,False,"(29999.999, 52501.5]",-0.9933138,False,"(99.999, 2591.0]",-1.2209775,False
3 series,2020,south america,white,petrol,automatic,2.9,157942.0,97467.0,954.0,low,0.6906740021707723,False,"(150610.0, 199996.0]",0.99414355,False,"(75014.0, 97573.0]",0.86350036,False,"(99.999, 2591.0]",-1.4411428,False
3 series,2012,africa,white,diesel,manual,1.7,11728.0,109590.0,9539.0,high,-1.1590225534033767,False,"(2.999, 50121.5]",-1.5291759,False,"(97573.0, 119998.0]",1.3304192,False,"(7541.0, 9999.0]",1.5638157,False
x3,2010,middle east,white,electric,automatic,4.0,152508.0,107032.0,2681.0,low,-1.621446692296914,False,"(150610.0, 199996.0]",0.9003652,False,"(97573.0, 119998.0]",1.2318976,False,"(2591.0, 5097.0]",-0.83665085,False
m5,2023,europe,silver,petrol,automatic,2.7,36126.0,56815.0,6867.0,low,1.3843102105110783,False,"(2.999, 50121.5]",-1.1081221,False,"(52501.5, 75014.0]",-0.7022165,False,"(5097.0, 7541.0]",0.6285508,False
x5,2023,africa,white,electric,automatic,1.7,34174.0,31113.0,2278.0,low,1.3843102105110783,False,"(2.999, 50121.5]",-1.1418092,False,"(29999.999, 52501.5]",-1.6921322,False,"(99.999, 2591.0]",-0.97771066,False
7 series,2023,south america,blue,electric,automatic,3.6,13710.0,83415.0,3894.0,low,1.3843102105110783,False,"(2.999, 50121.5]",-1.494971,False,"(75014.0, 97573.0]",0.32228583,False,"(2591.0, 5097.0]",-0.4120714,False
i3,2015,africa,silver,diesel,automatic,2.6,123051.0,39417.0,4503.0,low,-0.46538634506307086,False,"(100436.0, 150610.0]",0.39200467,False,"(29999.999, 52501.5]",-1.3723027,False,"(2591.0, 5097.0]",-0.1989066,False
7 series,2012,europe,silver,diesel,automatic,2.7,131726.0,95496.0,8103.0,high,-1.1590225534033767,False,"(100436.0, 150610.0]",0.5417153,False,"(75014.0, 97573.0]",0.78758705,False,"(7541.0, 9999.0]",1.0611808,False
i3,2010,south america,black,petrol,manual,3.2,197328.0,71565.0,767.0,low,-1.621446692296914,False,"(150610.0, 199996.0]",1.6738559,False,"(52501.5, 75014.0]",-0.1341184,False,"(99.999, 2591.0]",-1.5065974,False
x6,2023,south america,blue,electric,automatic,4.0,150551.0,64175.0,7786.0,high,1.3843102105110783,False,"(100436.0, 150610.0]",0.8665918,False,"(52501.5, 75014.0]",-0.41874516,False,"(7541.0, 9999.0]",0.95022315,False
x6,2022,europe,red,petrol,manual,2.5,90956.0,115225.0,6338.0,low,1.1530981410643097,False,"(50121.5, 100436.0]",-0.16188167,False,"(97573.0, 119998.0]",1.547452,False,"(5097.0, 7541.0]",0.443388,False
i3,2013,asia,blue,hybrid,manual,1.8,65577.0,111341.0,1181.0,low,-0.9278104839566081,False,"(50121.5, 100436.0]",-0.5998652,False,"(97573.0, 119998.0]",1.3978592,False,"(99.999, 2591.0]",-1.3616873,False
x5,2022,north america,silver,hybrid,automatic,3.0,70590.0,78491.0,8951.0,high,1.1530981410643097,False,"(50121.5, 100436.0]",-0.5133523,False,"(75014.0, 97573.0]",0.13263737,False,"(7541.0, 9999.0]",1.3580015,False
m3,2010,asia,silver,petrol,automatic,1.7,166036.0,82067.0,5245.0,low,-1.621446692296914,False,"(150610.0, 199996.0]",1.1338274,False,"(75014.0, 97573.0]",0.27036744,False,"(5097.0, 7541.0]",0.060811423,False
3 series,2010,south america,black,hybrid,manual,3.9,96920.0,117155.0,1737.0,low,-1.621446692296914,False,"(50121.5, 100436.0]",-0.058956668,False,"(97573.0, 119998.0]",1.6217861,False,"(99.999, 2591.0]",-1.1670738,False
i8,2021,europe,white,hybrid,automatic,4.9,192786.0,86308.0,1716.0,low,0.921886071617541,False,"(150610.0, 199996.0]",1.5954714,False,"(75014.0, 97573.0]",0.4337101,False,"(99.999, 2591.0]",-1.1744243,False
i8,2011,south america,blue,petrol,automatic,3.8,32879.0,57281.0,1990.0,low,-1.3902346228501454,False,"(2.999, 50121.5]",-1.164158,False,"(52501.5, 75014.0]",-0.6842684,False,"(99.999, 2591.0]",-1.0785177,False
i8,2019,europe,grey,diesel,automatic,2.5,174338.0,93517.0,4461.0,low,0.4594619327240037,False,"(150610.0, 199996.0]",1.277101,False,"(75014.0, 97573.0]",0.71136564,False,"(2591.0, 5097.0]",-0.21360762,False
m3,2017,asia,red,hybrid,manual,2.1,89084.0,40552.0,2715.0,low,-0.002962206169533556,False,"(50121.5, 100436.0]",-0.19418812,False,"(29999.999, 52501.5]",-1.3285879,False,"(2591.0, 5097.0]",-0.82475,False
3 series,2011,middle east,silver,electric,manual,2.3,21624.0,48962.0,3705.0,low,-1.3902346228501454,False,"(2.999, 50121.5]",-1.3583935,False,"(29999.999, 52501.5]",-1.0046757,False,"(2591.0, 5097.0]",-0.47822598,False
5 series,2020,asia,black,electric,manual,2.3,91313.0,115195.0,1272.0,low,0.6906740021707723,False,"(50121.5, 100436.0]",-0.15572067,False,"(97573.0, 119998.0]",1.5462965,False,"(99.999, 2591.0]",-1.329835,False
m5,2011,middle east,blue,diesel,automatic,2.6,163230.0,59571.0,5954.0,low,-1.3902346228501454,False,"(150610.0, 199996.0]",1.0854024,False,"(52501.5, 75014.0]",-0.5960688,False,"(5097.0, 7541.0]",0.30897865,False
x3,2024,south america,blue,hybrid,manual,1.8,113158.0,56647.0,8757.0,high,1.615522279957847,False,"(100436.0, 150610.0]",0.2212741,False,"(52501.5, 75014.0]",-0.708687,False,"(7541.0, 9999.0]",1.2900968,False
m5,2020,asia,red,hybrid,automatic,4.6,62563.0,70006.0,9520.0,high,0.6906740021707723,False,"(50121.5, 100436.0]",-0.65187997,False,"(52501.5, 75014.0]",-0.19416347,False,"(7541.0, 9999.0]",1.5571653,False
i8,2020,europe,blue,diesel,automatic,4.6,136898.0,118047.0,2160.0,low,0.6906740021707723,False,"(100436.0, 150610.0]",0.6309722,False,"(97573.0, 119998.0]",1.6561416,False,"(99.999, 2591.0]",-1.0190135,False
x3,2019,middle east,blue,petrol,manual,3.7,112827.0,73600.0,8326.0,high,0.4594619327240037,False,"(100436.0, 150610.0]",0.21556179,False,"(52501.5, 75014.0]",-0.05574011,False,"(7541.0, 9999.0]",1.1392362,False
7 series,2019,north america,grey,hybrid,manual,1.7,91913.0,117342.0,4702.0,low,0.4594619327240037,False,"(50121.5, 100436.0]",-0.14536604,False,"(97573.0, 119998.0]",1.6289885,False,"(2591.0, 5097.0]",-0.12925176,False
7 series,2017,asia,black,electric,manual,4.3,114038.0,40726.0,3557.0,low,-0.002962206169533556,False,"(100436.0, 150610.0]",0.23646088,False,"(29999.999, 52501.5]",-1.3218863,False,"(2591.0, 5097.0]",-0.5300296,False
m3,2021,africa,silver,electric,automatic,1.7,72026.0,118433.0,2595.0,low,0.921886071617541,False,"(50121.5, 100436.0]",-0.4885702,False,"(97573.0, 119998.0]",1.6710085,False,"(2591.0, 5097.0]",-0.8667529,False
m3,2015,middle east,blue,hybrid,manual,1.9,12101.0,34375.0,1423.0,low,-0.46538634506307086,False,"(2.999, 50121.5]",-1.5227387,False,"(29999.999, 52501.5]",-1.5664959,False,"(99.999, 2591.0]",-1.2769815,False
7 series,2021,africa,white,electric,automatic,2.6,13651.0,44233.0,9829.0,high,0.921886071617541,False,"(2.999, 50121.5]",-1.4959893,False,"(29999.999, 52501.5]",-1.1868138,False,"(7541.0, 9999.0]",1.6653228,False
x3,2020,south america,red,petrol,manual,3.0,85141.0,88091.0,6677.0,low,0.6906740021707723,False,"(50121.5, 100436.0]",-0.26223528,False,"(75014.0, 97573.0]",0.5023826,False,"(5097.0, 7541.0]",0.56204623,False
x3,2013,south america,red,petrol,automatic,2.7,50683.0,72078.0,5984.0,low,-0.9278104839566081,False,"(50121.5, 100436.0]",-0.8569016,False,"(52501.5, 75014.0]",-0.11436013,False,"(5097.0, 7541.0]",0.31947938,False
x3,2012,asia,silver,electric,manual,2.1,65521.0,111170.0,9597.0,high,-1.1590225534033767,False,"(50121.5, 100436.0]",-0.6008316,False,"(97573.0, 119998.0]",1.3912731,False,"(7541.0, 9999.0]",1.5841172,False
5 series,2010,africa,white,electric,automatic,1.9,134937.0,80077.0,2397.0,low,-1.621446692296914,False,"(100436.0, 150610.0]",0.5971299,False,"(75014.0, 97573.0]",0.19372235,False,"(99.999, 2591.0]",-0.93605775,False
i8,2020,africa,black,electric,manual,4.5,140776.0,110438.0,9452.0,high,0.6906740021707723,False,"(100436.0, 150610.0]",0.6978977,False,"(97573.0, 119998.0]",1.36308,False,"(7541.0, 9999.0]",1.5333636,False
3 series,2012,north america,blue,hybrid,automatic,2.8,65600.0,95518.0,6087.0,low,-1.1590225534033767,False,"(50121.5, 100436.0]",-0.5994683,False,"(75014.0, 97573.0]",0.7884344,False,"(5097.0, 7541.0]",0.35553187,False
m3,2021,europe,blue,electric,automatic,2.3,118499.0,98181.0,3057.0,low,0.921886071617541,False,"(100436.0, 150610.0]",0.31344754,False,"(97573.0, 119998.0]",0.89100015,False,"(2591.0, 5097.0]",-0.7050417,False
m5,2023,asia,grey,petrol,automatic,3.2,159124.0,114161.0,679.0,low,1.3843102105110783,False,"(150610.0, 199996.0]",1.0145422,False,"(97573.0, 119998.0]",1.5064719,False,"(99.999, 2591.0]",-1.5373995,False
i8,2018,europe,silver,diesel,manual,1.6,175437.0,49071.0,1275.0,low,0.2282498632772351,False,"(150610.0, 199996.0]",1.2960672,False,"(29999.999, 52501.5]",-1.0004776,False,"(99.999, 2591.0]",-1.3287851,False
7 series,2014,north america,silver,diesel,manual,3.6,137362.0,114576.0,7417.0,high,-0.6965984145098395,False,"(100436.0, 150610.0]",0.6389798,False,"(97573.0, 119998.0]",1.5224557,False,"(5097.0, 7541.0]",0.8210642,False
m5,2022,africa,black,petrol,manual,2.4,62856.0,84426.0,7582.0,high,1.1530981410643097,False,"(50121.5, 100436.0]",-0.64682347,False,"(75014.0, 97573.0]",0.36122462,False,"(7541.0, 9999.0]",0.8788182,False
3 series,2015,africa,silver,electric,manual,3.6,82728.0,54376.0,7640.0,high,-0.46538634506307086,False,"(50121.5, 100436.0]",-0.30387816,False,"(52501.5, 75014.0]",-0.79615486,False,"(7541.0, 9999.0]",0.8991196,False
x6,2014,asia,blue,hybrid,automatic,3.6,23068.0,98979.0,3672.0,low,-0.6965984145098395,False,"(2.999, 50121.5]",-1.3334733,False,"(97573.0, 119998.0]",0.9217352,False,"(2591.0, 5097.0]",-0.4897768,False
m3,2010,africa,blue,hybrid,automatic,4.3,117741.0,55050.0,7956.0,high,-1.621446692296914,False,"(100436.0, 150610.0]",0.3003662,False,"(52501.5, 75014.0]",-0.77019566,False,"(7541.0, 9999.0]",1.0097272,False
x3,2019,middle east,red,hybrid,automatic,2.3,119086.0,61782.0,4703.0,low,0.4594619327240037,False,"(100436.0, 150610.0]",0.32357782,False,"(52501.5, 75014.0]",-0.5109119,False,"(2591.0, 5097.0]",-0.12890175,False
m3,2010,middle east,blue,electric,manual,3.1,104385.0,83391.0,1158.0,low,-1.621446692296914,False,"(100436.0, 150610.0]",0.06987217,False,"(75014.0, 97573.0]",0.32136148,False,"(99.999, 2591.0]",-1.3697379,False
m5,2013,africa,grey,diesel,automatic,4.9,55922.0,60442.0,2637.0,low,-0.9278104839566081,False,"(50121.5, 100436.0]",-0.76648843,False,"(52501.5, 75014.0]",-0.5625221,False,"(2591.0, 5097.0]",-0.8520519,False
m5,2024,asia,red,diesel,automatic,4.0,51422.0,57612.0,6685.0,low,1.615522279957847,False,"(50121.5, 100436.0]",-0.84414816,False,"(52501.5, 75014.0]",-0.67151994,False,"(5097.0, 7541.0]",0.5648464,False
5 series,2012,africa,silver,diesel,automatic,4.9,111993.0,63709.0,5003.0,low,-1.1590225534033767,False,"(100436.0, 150610.0]",0.20116886,False,"(52501.5, 75014.0]",-0.43669322,False,"(2591.0, 5097.0]",-0.023894455,False
m5,2020,middle east,grey,electric,automatic,4.7,13982.0,95743.0,811.0,low,0.6906740021707723,False,"(2.999, 50121.5]",-1.4902769,False,"(75014.0, 97573.0]",0.7971003,False,"(99.999, 2591.0]",-1.4911963,False
7 series,2017,north america,red,petrol,manual,3.6,171021.0,41802.0,7525.0,high,-0.002962206169533556,False,"(150610.0, 199996.0]",1.2198572,False,"(29999.999, 52501.5]",-1.280444,False,"(5097.0, 7541.0]",0.8588668,False
x5,2021,europe,red,hybrid,automatic,2.4,195222.0,35088.0,4887.0,low,0.921886071617541,False,"(150610.0, 199996.0]",1.6375111,False,"(29999.999, 52501.5]",-1.5390346,False,"(2591.0, 5097.0]",-0.06449728,False
x5,2021,africa,white,petrol,automatic,4.1,51422.0,78728.0,7440.0,high,0.921886071617541,False,"(50121.5, 100436.0]",-0.84414816,False,"(75014.0, 97573.0]",0.14176545,False,"(5097.0, 7541.0]",0.82911474,False
x5,2016,europe,black,electric,automatic,3.9,154831.0,54139.0,9430.0,high,-0.2341742756163022,False,"(150610.0, 199996.0]",0.94045484,False,"(52501.5, 75014.0]",-0.80528295,False,"(7541.0, 9999.0]",1.5256631,False
m3,2024,south america,white,hybrid,manual,3.6,66695.0,65081.0,4708.0,low,1.615522279957847,False,"(50121.5, 100436.0]",-0.58057106,False,"(52501.5, 75014.0]",-0.38385046,False,"(2591.0, 5097.0]",-0.12715162,False
m3,2020,south america,silver,petrol,manual,3.9,189312.0,82137.0,8476.0,high,0.6906740021707723,False,"(150610.0, 199996.0]",1.535518,False,"(75014.0, 97573.0]",0.2730635,False,"(7541.0, 9999.0]",1.1917399,False
x1,2024,north america,blue,hybrid,automatic,3.6,153613.0,111419.0,8480.0,high,1.615522279957847,False,"(150610.0, 199996.0]",0.9194349,False,"(97573.0, 119998.0]",1.4008634,False,"(7541.0, 9999.0]",1.19314,False
x3,2016,middle east,red,petrol,manual,3.3,192219.0,71966.0,7568.0,high,-0.2341742756163022,False,"(150610.0, 199996.0]",1.5856862,False,"(52501.5, 75014.0]",-0.118673824,False,"(7541.0, 9999.0]",0.8739179,False
m5,2024,europe,black,electric,manual,3.0,135637.0,43126.0,4333.0,low,1.615522279957847,False,"(100436.0, 150610.0]",0.60921025,False,"(29999.999, 52501.5]",-1.22945,False,"(2591.0, 5097.0]",-0.25841072,False
5 series,2017,europe,red,petrol,automatic,1.7,74220.0,52731.0,9800.0,high,-0.002962206169533556,False,"(50121.5, 100436.0]",-0.45070678,False,"(52501.5, 75014.0]",-0.85951227,False,"(7541.0, 9999.0]",1.6551721,False
i3,2023,europe,grey,hybrid,manual,4.5,5196.0,43843.0,6287.0,low,1.3843102105110783,False,"(2.999, 50121.5]",-1.6419033,False,"(29999.999, 52501.5]",-1.2018347,False,"(5097.0, 7541.0]",0.42553672,False
5 series,2019,europe,silver,diesel,automatic,4.5,175175.0,51893.0,7125.0,high,0.4594619327240037,False,"(150610.0, 199996.0]",1.2915457,False,"(29999.999, 52501.5]",-0.89178795,False,"(5097.0, 7541.0]",0.7188571,False
3 series,2016,asia,white,diesel,manual,3.6,186105.0,44572.0,618.0,low,-0.2341742756163022,False,"(150610.0, 199996.0]",1.4801725,False,"(29999.999, 52501.5]",-1.1737572,False,"(99.999, 2591.0]",-1.558751,False
x6,2019,asia,white,hybrid,automatic,2.4,163766.0,87603.0,7607.0,high,0.4594619327240037,False,"(150610.0, 199996.0]",1.0946525,False,"(75014.0, 97573.0]",0.48358718,False,"(7541.0, 9999.0]",0.8875688,False
x3,2011,north america,white,diesel,automatic,1.6,18610.0,70413.0,5275.0,low,-1.3902346228501454,False,"(2.999, 50121.5]",-1.4104083,False,"(52501.5, 75014.0]",-0.17848781,False,"(5097.0, 7541.0]",0.07131215,False
